timestamp,epoch,true_stage,hr_mean,hr_std,hr_min,hr_max,hr_count,motion_vm_mean,motion_vm_std,motion_vm_max,motion_vm_min,motion_enorm_mean,motion_enorm_std,motion_enorm_max,motion_x_std,motion_y_std,motion_z_std,motion_active_count,motion_sample_count,motion_active_ratio,hr_diff_night_mean,hr_ratio_night_mean,hr_diff_night_min,hr_mean_roll3,hr_mean_roll5,hr_std_roll5,motion_enorm_mean_roll3,motion_enorm_mean_roll5,motion_active_ratio_roll5,hr_mean_prev1,hr_mean_next1,motion_vm_std_prev1,motion_vm_std_next1,relative_time_in_night,time_from_start_minutes
2026-08-10 23:00:00,0,Light,63.779132717036894,1.9294752421061743,61.69174731901422,65.92109880379661,5.0,0.9999052843304997,0.01728690163323883,1.0714958123665843,0.9239945944014569,0.013649034531963204,0.010603090171392044,0.07600540559854307,0.012179768838480662,0.018096169714037078,0.01729455307785016,12.0,1500.0,0.008,-2.075759071946827,0.9684798043765966,8.262783251615176,64.34955408453604,64.25004141907635,0.5958933195298133,0.013762076145661677,0.013846974673551957,0.007111111111111112,63.779132717036894,64.91997545203517,0.0,0.017382000892406983,0.0,0.0
2026-08-10 23:00:30,1,Light,64.91997545203517,1.0042987700703492,63.615529010205165,66.21771255915134,5.0,0.9997879382931505,0.017382000892406983,1.0545476055809149,0.9346637944906706,0.01387511775936015,0.010465736037449016,0.06533620550932939,0.01158652212018834,0.018806104471645657,0.01738259372081815,10.0,1500.0,0.006666666666666667,-0.9349163369485467,0.9858033881530888,9.403625986613456,64.25004141907635,64.1060647751538,0.5653697859109459,0.013846974673551957,0.01369517891124253,0.006,63.779132717036894,64.05101608815698,0.01728690163323883,0.018159772077241777,0.0010416666666666667,0.5
2026-08-10 23:01:00,2,Light,64.05101608815698,0.8404853558786577,63.12320564872941,65.09430435168993,5.0,1.0013554546879164,0.018159772077241777,1.1351540797542932,0.9072540522107595,0.014016771729332515,0.011619588974952978,0.13515407975429317,0.012796508643677302,0.018255728837637094,0.01815223833149533,10.0,1500.0,0.006666666666666667,-1.8038757008267368,0.9726083264003101,8.534666622735266,64.21504212785942,64.26596600200966,0.6062790264109431,0.013710560371002304,0.01371955317916326,0.0056,64.91997545203517,63.67413484338611,0.017382000892406983,0.016734045255682537,0.0020833333333333333,1.0
2026-08-10 23:01:30,3,Light,63.67413484338611,1.3246229488774401,62.88909854662773,66.01118424136223,5.0,1.0007272068151019,0.016734045255682537,1.0513738412067684,0.911929528832571,0.01323979162431425,0.010254190926471236,0.08807047116742905,0.012595004163446824,0.018004763614819366,0.0167341378404281,4.0,1500.0,0.0026666666666666666,-2.180756945597608,0.9668854220794209,8.157785377964395,64.21024061365874,64.37477571164519,0.5425325349448186,0.013691204534830984,0.013756049604439513,0.0048000000000000004,64.05101608815698,64.90557090943314,0.018159772077241777,0.017328572675170448,0.003125,1.5
2026-08-10 23:02:00,4,Light,64.90557090943314,1.3688356319219799,63.83855484607531,67.21941578417974,5.0,0.9998286240047283,0.017328572675170448,1.0567684124414072,0.9279533894559787,0.013817050250846181,0.010453257091671856,0.07204661054402128,0.011954490129925922,0.018677323107810295,0.017346606137636264,6.0,1500.0,0.004,-0.9493208795505836,0.9855846566023909,9.389221444011419,64.30096233934457,64.31450394981434,0.4799527118238595,0.013629452844501636,0.013710779775476866,0.004399999999999999,63.67413484338611,64.32318126521443,0.016734045255682537,0.017501205914291117,0.004166666666666667,2.0
2026-08-10 23:02:30,5,Light,64.32318126521443,1.5384027910791447,63.237722888526,66.95960716220743,5.0,1.0000823516470816,0.017501205914291117,1.0975851834911494,0.9366778890407735,0.013831516658344471,0.010717299848836237,0.09758518349114942,0.012426082968775367,0.017801854329175346,0.017504319782597637,6.0,1500.0,0.004,-1.5317105237692914,0.9767411276192315,8.806831799792711,64.61578960584289,64.32903993620694,0.47099462858926855,0.013765778507912522,0.01368922039303903,0.0037333333333333337,64.90557090943314,64.61861664288107,0.017328572675170448,0.017500112603357747,0.005208333333333333,2.5
2026-08-10 23:03:00,6,Light,64.61861664288107,0.4197176512235488,64.15854091349846,65.18884446638435,5.0,1.0002815120183326,0.017500112603357747,1.0510516847345446,0.8511229583756953,0.013648768614546914,0.010950802841849511,0.1488770416243047,0.012079851584913315,0.018627338777454705,0.01753806202874056,7.0,1500.0,0.004666666666666667,-1.2362751461026562,0.9812272845263491,9.102267177459346,64.35516464273849,64.26675610490042,0.5858389831503164,0.013796420030011575,0.013709386401187611,0.003999999999999999,64.32318126521443,64.12369602011995,0.017501205914291117,0.01726684956925196,0.00625,3.0
2026-08-10 23:03:30,7,Light,64.12369602011995,1.1449452487474132,62.58845385997507,65.3303343502921,5.0,0.9998394266393028,0.01726684956925196,1.0696089155313038,0.9379659471270396,0.013908974817143344,0.010226497714029297,0.06960891553130377,0.01172936685038607,0.017548989420080062,0.017255114051304078,5.0,1500.0,0.0033333333333333335,-1.7311957688637705,0.9737119639584106,8.607346554698232,64.03500944995153,64.34969013836516,0.7141752618611317,0.013632788365582472,0.013793284093851582,0.004666666666666667,64.61861664288107,63.362715686853576,0.017500112603357747,0.017062969975836294,0.007291666666666667,3.5
2026-08-10 23:04:00,8,Light,63.362715686853576,0.697669061413846,62.619937989196444,64.32078531150793,5.0,1.0004762175846984,0.017062969975836294,1.0912742309073342,0.9050363509083676,0.013340621665057157,0.010643353098903342,0.09496364909163235,0.011734209057014423,0.01878544175465906,0.017046183644969556,6.0,1500.0,0.004,-2.492176102130145,0.9621565530755752,7.8463662214318575,64.26888426124343,64.18591593680087,0.8093268338447002,0.013828711732122176,0.01378597408245651,0.005066666666666667,64.12369602011995,65.32024107675674,0.01726684956925196,0.018177460731823945,0.008333333333333333,4.0
2026-08-10 23:04:30,9,Light,65.32024107675674,1.5681923280927126,62.91948939626373,67.11226444666386,5.0,1.0004437416924503,0.018177460731823945,1.0782286056140606,0.8957412630789379,0.014236538714166027,0.011304993261799574,0.10425873692106213,0.012094906797175307,0.01883879170899584,0.01818306077021185,11.0,1500.0,0.007333333333333333,-0.534650712226977,0.9918813819641502,9.803891611335025,64.06242234033445,64.01037265785939,0.7868881026071616,0.013790708993530765,0.013800647171532041,0.004666666666666666,63.362715686853576,63.50431025739302,0.017062969975836294,0.01768270449871457,0.009375,4.5
